route_name,origin,destination,service_type,route_name_simple,origin_country,destination_country,distance_km,operator,type,train_gco2_pkm,plane_gco2_pkm,train_co2_kg,plane_co2_kg,co2_savings_kg,savings_percent,emission_source,calculation_date,train_gco2_pkm_ademe,train_co2_kg_ademe,co2_savings_kg_ademe,rail_modal_share_pct
ECE 20,Hamburg Dammtor,Basel Sbb,day,Hamburg Dammtor → Basel Sbb,DE,CH,689.71,DB,day,14,144,9.66,99.32,89.66,90.3,Back-on-Track 2022,2026-03-22,0.014,9.655940000000001,89.66405999999999,9.9
Basel SBB → Hamburg-Harburg,Basel Sbb,Hamburg Harburg,night,Basel Sbb → Hamburg Harburg,DE,DE,678.5,DB,night,14,144,9.5,97.7,88.2,90.3,Back-on-Track 2022,2026-03-22,0.014,9.499,88.20100000000001,9.9
Hannover Hbf → Basel SBB,Hannover Hbf,Basel Sbb,night,Hannover → Basel Sbb,DE,DE,558.55,DB,night,14,144,7.82,80.43,72.61,90.3,Back-on-Track 2022,2026-03-22,0.014,7.819699999999999,72.61030000000001,9.9
IC61,Interlaken Ost,Basel Sbb,day,Interlaken Ost → Basel Sbb,CH,CH,97.6,SBB (Schweizerische Bundesbahnen SBB),day,14,144,1.37,14.05,12.68,90.2,Back-on-Track 2022,2026-03-22,0.014,1.3664,12.6836,21.2
Basel SBB → Kiel Hbf,Basel Sbb,Kiel Hbf,night,Basel Sbb → Kiel,DE,DE,773.19,DB,night,14,144,10.82,111.34,100.52,90.3,Back-on-Track 2022,2026-03-22,0.014,10.824660000000002,100.51534000000001,9.9
Köln Hbf → Basel SBB,Koln Hbf,Basel Sbb,night,Koln → Basel Sbb,DE,DE,380.34,DB,night,14,144,5.32,54.77,49.45,90.3,Back-on-Track 2022,2026-03-22,0.014,5.3247599999999995,49.445240000000005,9.9
S3,Laufen,Basel Sbb,day,Laufen → Basel Sbb,CH,CH,15.67,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.22,2.26,2.04,90.3,Back-on-Track 2022,2026-03-22,0.014,0.21938,2.0406199999999997,21.2
S1,Laufenburg,Basel Sbb,day,Laufenburg → Basel Sbb,CH,CH,35.43,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.5,5.1,4.6,90.2,Back-on-Track 2022,2026-03-22,0.014,0.49602,4.60398,21.2
IC51,Lausanne,Basel Sbb,day,Lausanne → Basel Sbb,CH,CH,135.76,SBB (Schweizerische Bundesbahnen SBB),day,14,144,1.9,19.55,17.65,90.3,Back-on-Track 2022,2026-03-22,0.014,1.9006399999999999,17.64936,21.2
EXT,Liestal,Basel Sbb,day,Liestal → Basel Sbb,CH,CH,12.74,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.18,1.83,1.65,90.2,Back-on-Track 2022,2026-03-22,0.014,0.17836000000000002,1.65164,21.2
Basel SBB → Lindau Hbf,Basel Sbb,Lindau Hbf,night,Basel Sbb → Lindau,DE,DE,156.93,ÖBB,night,14,144,2.2,22.6,20.4,90.3,Back-on-Track 2022,2026-03-22,0.014,2.19702,20.40298,9.9
IR26,Basel Sbb,Locarno,day,Basel Sbb → Locarno,CH,CH,178.5,SOB-sob (Schweizerische Südostbahn (sob)),day,14,144,2.5,25.7,23.2,90.3,Back-on-Track 2022,2026-03-22,0.014,2.499,23.201,21.2
EC,Basel Sbb,Lugano,day,Basel Sbb → Lugano,CH,CH,200.2,SBB (Schweizerische Bundesbahnen SBB),day,14,144,2.8,28.83,26.03,90.3,Back-on-Track 2022,2026-03-22,0.014,2.8028,26.027199999999997,21.2
IC21,Luzern,Basel Sbb,day,Luzern → Basel Sbb,CH,CH,77.52,SBB (Schweizerische Bundesbahnen SBB),day,14,144,1.09,11.16,10.07,90.2,Back-on-Track 2022,2026-03-22,0.014,1.08528,10.07472,21.2
IC21,Mendrisio,Basel Sbb,day,Mendrisio → Basel Sbb,CH,CH,214.57,SBB (Schweizerische Bundesbahnen SBB),day,14,144,3.0,30.9,27.9,90.3,Back-on-Track 2022,2026-03-22,0.014,3.00398,27.89602,21.2
TER,Basel Sbb,Mulhouse,day,Basel Sbb → Mulhouse,CH,CH,28.44,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.4,4.1,3.7,90.2,Back-on-Track 2022,2026-03-22,0.014,0.39816,3.70184,21.2
ICE 60,Munchen Hbf,Basel Sbb,day,Munchen → Basel Sbb,DE,CH,303.39,DB,day,14,144,4.25,43.69,39.44,90.3,Back-on-Track 2022,2026-03-22,0.014,4.24746,39.442539999999994,9.9
Münster(Westf)Hbf → Basel SBB,Munster Westf Hbf,Basel Sbb,night,Munster Westf → Basel Sbb,DE,DE,490.29,DB,night,14,144,6.86,70.6,63.74,90.3,Back-on-Track 2022,2026-03-22,0.014,6.86406,63.73593999999999,9.9
Oberhausen Hbf → Basel SBB,Oberhausen Hbf,Basel Sbb,day,Oberhausen → Basel Sbb,DE,DE,439.95,DB,day,14,144,6.16,63.35,57.19,90.3,Back-on-Track 2022,2026-03-22,0.014,6.1593,57.1907,9.9
IR27,Olten,Basel Sbb,day,Olten → Basel Sbb,CH,CH,32.32,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.45,4.65,4.2,90.3,Back-on-Track 2022,2026-03-22,0.014,0.45248,4.197520000000001,21.2
612B,Paris Gare De Lyon Hall 1 2,Basel Sbb,day,Paris de Lyon Hall 1 2 → Basel Sbb,FR,FR,412.56,SNCF,day,14,144,5.78,59.41,53.63,90.3,Back-on-Track 2022,2026-03-22,0.00297,1.2253032,58.1846968,11.1
612B,Paris Est,Basel Sbb,day,Paris Est → Basel Sbb,FR,FR,414.73,SNCF,day,14,144,5.81,59.72,53.91,90.3,Back-on-Track 2022,2026-03-22,0.00297,1.2317481000000001,58.4882519,11.1
S32,Sissach,Basel Sbb,day,Sissach → Basel Sbb,CH,CH,19.18,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.27,2.76,2.49,90.2,Back-on-Track 2022,2026-03-22,0.014,0.26852,2.4914799999999997,21.2
IR36,Stein Sackingen,Basel Sbb,day,Stein Sackingen → Basel Sbb,CH,CH,26.97,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.38,3.88,3.5,90.2,Back-on-Track 2022,2026-03-22,0.014,0.37757999999999997,3.50242,21.2
K200,Strasbourg,Basel Sbb,night,Strasbourg → Basel Sbb,FR,FR,115.89,SNCF VOYAGEURS,night,14,144,1.62,16.69,15.07,90.3,Back-on-Track 2022,2026-03-22,0.014,1.62246,15.067540000000001,11.1
ICE 60,Stuttgart Hbf,Basel Sbb,day,Stuttgart → Basel Sbb,DE,CH,181.35,DB,day,14,144,2.54,26.11,23.57,90.3,Back-on-Track 2022,2026-03-22,0.014,2.5389,23.5711,9.9
Basel SBB → Utrecht Centraal,Basel Sbb,Utrecht Centraal,day,Basel Sbb → Utrecht Centraal,DE,DE,535.38,DB,day,14,144,7.5,77.09,69.59,90.3,Back-on-Track 2022,2026-03-22,0.014,7.49532,69.59468,9.9
IC51,Yverdon Les Bains,Basel Sbb,day,Yverdon les Bains → Basel Sbb,CH,CH,111.33,SBB (Schweizerische Bundesbahnen SBB),day,14,144,1.56,16.03,14.47,90.3,Back-on-Track 2022,2026-03-22,0.014,1.5586200000000001,14.471380000000002,21.2
S6,Basel Sbb,Zell Wiesental,day,Basel Sbb → Zell Wiesental,CH,CH,26.23,SBB (SBB GmbH),day,14,144,0.37,3.78,3.41,90.2,Back-on-Track 2022,2026-03-22,0.014,0.36722,3.4127799999999997,21.2
IR36,Basel Sbb,Zurich Flughafen,day,Basel Sbb → Zurich Flughafen,CH,CH,73.87,SBB (Schweizerische Bundesbahnen SBB),day,14,144,1.03,10.64,9.61,90.3,Back-on-Track 2022,2026-03-22,0.014,1.03418,9.605820000000001,21.2
Basel SBB → Zürich HB,Basel Sbb,Zurich Hb,day,Basel Sbb → Zurich Hb,CH,CH,73.9,Unknown,day,14,144,1.03,10.64,9.61,90.3,Back-on-Track 2022,2026-03-22,0.014,1.0346000000000002,9.6054,21.2
IR36,Zurich Oerlikon,Basel Sbb,day,Zurich Oerlikon → Basel Sbb,CH,CH,73.31,SBB (Schweizerische Bundesbahnen SBB),day,14,144,1.03,10.56,9.53,90.2,Back-on-Track 2022,2026-03-22,0.014,1.02634,9.533660000000001,21.2
EXT,Zurich Hb,Basel St Jakob,day,Zurich Hb → Basel St Jakob,CH,CH,71.59,SBB (Schweizerische Bundesbahnen SBB),day,14,144,1.0,10.31,9.31,90.3,Back-on-Track 2022,2026-03-22,0.014,1.0022600000000002,9.30774,21.2
S8,Bern,Batterkinden,day,Bern → Batterkinden,CH,CH,21.4,RBS (Regionalverkehr Bern-Solothurn),day,14,144,0.3,3.08,2.78,90.3,Back-on-Track 2022,2026-03-22,0.014,0.2996,2.7804,21.2
S8,Zollikofen,Batterkinden,day,Zollikofen → Batterkinden,CH,CH,15.25,RBS (Regionalverkehr Bern-Solothurn),day,14,144,0.21,2.2,1.99,90.5,Back-on-Track 2022,2026-03-22,0.014,0.2135,1.9865000000000002,21.2
S26,Bauma,Ruti Zh,day,Bauma → Ruti Zh,CH,CH,12.19,THURBO (THURBO),day,14,144,0.17,1.76,1.59,90.3,Back-on-Track 2022,2026-03-22,0.014,0.17066,1.58934,21.2
S26,Winterthur,Bauma,day,Winterthur → Bauma,CH,CH,18.67,THURBO (THURBO),day,14,144,0.26,2.69,2.43,90.3,Back-on-Track 2022,2026-03-22,0.014,0.26138000000000006,2.42862,21.2
S26,Bauma,Winterthur Gruze,day,Bauma → Winterthur Gruze,CH,CH,17.33,THURBO (THURBO),day,14,144,0.24,2.5,2.26,90.4,Back-on-Track 2022,2026-03-22,0.014,0.24261999999999997,2.25738,21.2
D51,Bayonne,Biganos Facture,day,Bayonne → Biganos Facture,FR,FR,133.07,SNCF,day,14,144,1.86,19.16,17.3,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.39521789999999996,18.7647821,11.1
L51,Bayonne,Bordeaux Saint Jean,night,Bayonne → Bordeaux Saint Jean,FR,FR,164.78,SNCF VOYAGEURS,night,14,144,2.31,23.73,21.42,90.3,Back-on-Track 2022,2026-03-22,0.014,2.30692,21.42308,11.1
F54,Bayonne,Cambo Les Bains,day,Bayonne → Cambo les Bains,FR,FR,15.77,SNCF,day,14,144,0.22,2.27,2.05,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.0468369,2.2231631,11.1
L53,Bayonne,Coarraze Nay,day,Bayonne → Coarraze Nay,FR,FR,105.36,SNCF,day,14,144,1.48,15.17,13.69,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.3129192,14.8570808,11.1
D51,Bayonne,Dax,day,Bayonne → Dax,FR,FR,41.98,SNCF,day,14,144,0.59,6.05,5.46,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.12468059999999999,5.9253194,11.1
L53,Bayonne,Hendaye,day,Bayonne → Hendaye,FR,FR,29.79,SNCF,day,14,144,0.42,4.29,3.87,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.0884763,4.2015237,11.1
L54,Bayonne,Saint Jean Pied De Port,day,Bayonne → Saint Jean Pied de Port,FR,FR,41.15,SNCF,day,14,144,0.58,5.93,5.35,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.12221549999999999,5.8077844999999995,11.1
L53,Pau,Bayonne,day,Pau → Bayonne,FR,FR,91.81,SNCF,day,14,144,1.29,13.22,11.93,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.2726757,12.9473243,11.1
L53,Puyoo,Bayonne,day,Puyoo → Bayonne,FR,FR,45.23,SNCF,day,14,144,0.63,6.51,5.88,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.13433309999999998,6.3756669,11.1
L53,Tarbes,Bayonne,day,Tarbes → Bayonne,FR,FR,127.7,SNCF,day,14,144,1.79,18.39,16.6,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.379269,18.010731,11.1
552A,Bayonne,Toulouse Matabiau,day,Bayonne → Toulouse Matabiau,FR,FR,235.96,SNCF,day,14,144,3.3,33.98,30.68,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.7008012,33.279198799999996,11.1
P32,Beauvais,Creil,day,Beauvais → Creil,FR,FR,32.99,SNCF Voyageurs EA,day,14,144,0.46,4.75,4.29,90.3,Back-on-Track 2022,2026-03-22,0.014,0.46186000000000005,4.28814,11.1
P30,Beauvais,Le Treport Mers Les Bains,day,Beauvais → le Treport Mers les Bains,FR,FR,87.32,SNCF Voyageurs EA,day,14,144,1.22,12.57,11.35,90.3,Back-on-Track 2022,2026-03-22,0.014,1.22248,11.34752,11.1
C17,Beauvais,Paris Gare Du Nord,day,Beauvais → Paris du Nord,FR,FR,63.77,SNCF,day,14,144,0.89,9.18,8.29,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.1893969,8.9906031,11.1
P9,Bedarieux,Beziers,day,Bedarieux → Beziers,FR,FR,30.8,SNCF,day,14,144,0.43,4.44,4.01,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.091476,4.348524,11.1
L55,Pau,Bedous,day,Pau → Bedous,FR,FR,38.0,SNCF,day,14,144,0.53,5.47,4.94,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.11286,5.357139999999999,11.1
S9,Lenzburg,Beinwil Am See,day,Lenzburg → Beinwil am See,CH,CH,13.99,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.2,2.01,1.81,90.0,Back-on-Track 2022,2026-03-22,0.014,0.19586,1.8141399999999999,21.2
S9,Beinwil Am See,Luzern,day,Beinwil am See → Luzern,CH,CH,25.48,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.36,3.67,3.31,90.2,Back-on-Track 2022,2026-03-22,0.014,0.35672000000000004,3.31328,21.2
C13,Belfort Ville,Besancon Viotte,day,Belfort Ville → Besancon Viotte,FR,FR,75.9,SNCF,day,14,144,1.06,10.93,9.87,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.225423,10.704577,11.1
K13,Belfort Ville,Bourg En Bresse,day,Belfort Ville → Bourg En Bresse,FR,FR,202.21,SNCF,day,14,144,2.83,29.12,26.29,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.6005637,28.519436300000002,11.1
C5,Delle,Belfort Ville,day,Delle → Belfort Ville,FR,FR,18.35,SNCF,day,14,144,0.26,2.64,2.38,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.054499500000000006,2.5855005,11.1
P50,Belfort Ville,Epinal,day,Belfort Ville → Epinal,FR,FR,67.92,SNCF,day,14,144,0.95,9.78,8.83,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.2017224,9.5782776,11.1
K13,Lons Le Saunier,Belfort Ville,night,Lons le Saunier → Belfort Ville,FR,FR,145.65,SNCF VOYAGEURS,night,14,144,2.04,20.97,18.93,90.3,Back-on-Track 2022,2026-03-22,0.014,2.0391,18.930899999999998,11.1
K13,Lyon Part Dieu,Belfort Ville,day,Lyon Part Dieu → Belfort Ville,FR,FR,257.86,SNCF,day,14,144,3.61,37.13,33.52,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.7658442000000001,36.364155800000006,11.1
K13,Lyon Perrache,Belfort Ville,day,Lyon Perrache → Belfort Ville,FR,FR,260.47,SNCF,day,14,144,3.65,37.51,33.86,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.7735959000000001,36.7364041,11.1
C13,Belfort Ville,Montbeliard,day,Belfort Ville → Montbeliard,FR,FR,14.21,SNCF,day,14,144,0.2,2.05,1.85,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.042203700000000004,2.0077963,11.1
C13,Belfort Ville,Montreux Vieux,day,Belfort Ville → Montreux Vieux,FR,FR,12.96,SNCF,day,14,144,0.18,1.87,1.69,90.4,Back-on-Track 2022,2026-03-22,0.00297,0.0384912,1.8315088000000002,11.1
C13,Mulhouse,Belfort Ville,day,Mulhouse → Belfort Ville,FR,FR,38.58,SNCF,day,14,144,0.54,5.56,5.02,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.11458259999999999,5.445417399999999,11.1
K4,Belfort Ville,Paris Est,night,Belfort Ville → Paris Est,FR,FR,360.34,SNCF VOYAGEURS,night,14,144,5.04,51.89,46.85,90.3,Back-on-Track 2022,2026-03-22,0.014,5.04476,46.845240000000004,11.1
K4,Belfort Ville,Troyes,day,Belfort Ville → Troyes,FR,FR,220.31,SNCF,day,14,144,3.08,31.72,28.64,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.6543207,31.0656793,11.1
P45,Belfort Ville,Vesoul,day,Belfort Ville → Vesoul,FR,FR,52.65,SNCF,day,14,144,0.74,7.58,6.84,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.1563705,7.4236295,11.1
TER,Besancon Viotte,Belfort,day,Besancon Viotte → Belfort,CH,CH,75.86,SNCF (Société Nationale des Chemins de fer Français),day,14,144,1.06,10.92,9.86,90.3,Back-on-Track 2022,2026-03-22,0.014,1.06204,9.85796,21.2
TER,Belfort,Bourg En Bresse,day,Belfort → Bourg En Bresse,CH,CH,202.23,SNCF (Société Nationale des Chemins de fer Français),day,14,144,2.83,29.12,26.29,90.3,Back-on-Track 2022,2026-03-22,0.014,2.83122,26.288780000000003,21.2
TER,Delle,Belfort,day,Delle → Belfort,CH,CH,18.42,SNCF (Société Nationale des Chemins de fer Français),day,14,144,0.26,2.65,2.39,90.2,Back-on-Track 2022,2026-03-22,0.014,0.25788000000000005,2.39212,21.2
TER,Belfort,Epinal,day,Belfort → Epinal,CH,CH,67.91,SNCF (Société Nationale des Chemins de fer Français),day,14,144,0.95,9.78,8.83,90.3,Back-on-Track 2022,2026-03-22,0.014,0.9507399999999999,8.82926,21.2
TER,Lons Le Saunier,Belfort,day,Lons le Saunier → Belfort,CH,CH,145.63,SNCF (Société Nationale des Chemins de fer Français),day,14,144,2.04,20.97,18.93,90.3,Back-on-Track 2022,2026-03-22,0.014,2.03882,18.931179999999998,21.2
TER,Lyon Part Dieu,Belfort,day,Lyon Part Dieu → Belfort,CH,CH,257.82,SNCF (Société Nationale des Chemins de fer Français),day,14,144,3.61,37.13,33.52,90.3,Back-on-Track 2022,2026-03-22,0.014,3.60948,33.520520000000005,21.2
TER,Lyon Perrache,Belfort,day,Lyon Perrache → Belfort,CH,CH,260.49,SNCF (Société Nationale des Chemins de fer Français),day,14,144,3.65,37.51,33.86,90.3,Back-on-Track 2022,2026-03-22,0.014,3.64686,33.86314,21.2
TER,Belfort,Montbeliard,day,Belfort → Montbeliard,CH,CH,14.2,SNCF (Société Nationale des Chemins de fer Français),day,14,144,0.2,2.04,1.84,90.2,Back-on-Track 2022,2026-03-22,0.014,0.1988,1.8412,21.2
TER,Belfort,Mulhouse,day,Belfort → Mulhouse,CH,CH,38.57,SNCF (Société Nationale des Chemins de fer Français),day,14,144,0.54,5.55,5.01,90.3,Back-on-Track 2022,2026-03-22,0.014,0.53998,5.01002,21.2
TER,Belfort,Paris Est,day,Belfort → Paris Est,CH,CH,360.27,SNCF (Société Nationale des Chemins de fer Français),day,14,144,5.04,51.88,46.84,90.3,Back-on-Track 2022,2026-03-22,0.014,5.04378,46.836220000000004,21.2
TER,Belfort,Troyes,day,Belfort → Troyes,CH,CH,220.32,SNCF (Société Nationale des Chemins de fer Français),day,14,144,3.08,31.73,28.65,90.3,Back-on-Track 2022,2026-03-22,0.014,3.08448,28.64552,21.2
TER,Vesoul,Belfort,day,Vesoul → Belfort,CH,CH,52.61,SNCF (Société Nationale des Chemins de fer Français),day,14,144,0.74,7.58,6.84,90.2,Back-on-Track 2022,2026-03-22,0.014,0.73654,6.84346,21.2
TER,Chambery Challes Les Eaux,Bellegarde Sur Valserine,day,Chambery Challes les Eaux → Bellegarde Sur Valserine,CH,CH,60.42,SNCF (Société Nationale des Chemins de fer Français),day,14,144,0.85,8.7,7.85,90.2,Back-on-Track 2022,2026-03-22,0.014,0.8458800000000001,7.854119999999999,21.2
TER,Bellegarde Sur Valserine,Evian Les Bains,day,Bellegarde Sur Valserine → Evian les Bains,CH,CH,66.02,SNCF (Société Nationale des Chemins de fer Français),day,14,144,0.92,9.51,8.59,90.3,Back-on-Track 2022,2026-03-22,0.014,0.92428,8.58572,21.2
TER,Bellegarde Sur Valserine,Geneve,day,Bellegarde Sur Valserine → Geneve,CH,CH,26.76,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.37,3.85,3.48,90.4,Back-on-Track 2022,2026-03-22,0.014,0.37464000000000003,3.4753600000000002,21.2
TER,Grenoble,Bellegarde Sur Valserine,day,Grenoble → Bellegarde Sur Valserine,CH,CH,102.64,SNCF (Société Nationale des Chemins de fer Français),day,14,144,1.44,14.78,13.34,90.3,Back-on-Track 2022,2026-03-22,0.014,1.43696,13.343039999999998,21.2
TGV,Bellegarde Sur Valserine,Lausanne,day,Bellegarde Sur Valserine → Lausanne,CH,CH,76.43,SBB (Schweizerische Bundesbahnen SBB),day,14,144,1.07,11.01,9.94,90.3,Back-on-Track 2022,2026-03-22,0.014,1.0700200000000002,9.93998,21.2
TER,Lyon Part Dieu,Bellegarde Sur Valserine,day,Lyon Part Dieu → Bellegarde Sur Valserine,CH,CH,84.25,SNCF (Société Nationale des Chemins de fer Français),day,14,144,1.18,12.13,10.95,90.3,Back-on-Track 2022,2026-03-22,0.014,1.1795,10.950500000000002,21.2
TGV,Bellegarde Sur Valserine,Paris Gare De Lyon,day,Bellegarde Sur Valserine → Paris de Lyon,CH,CH,399.56,SNCF (Société Nationale des Chemins de fer Français),day,14,144,5.59,57.54,51.95,90.3,Back-on-Track 2022,2026-03-22,0.014,5.59384,51.94616,21.2
TER,Pougny Chancy,Bellegarde Sur Valserine,day,Pougny Chancy → Bellegarde Sur Valserine,CH,CH,11.08,SNCF (Société Nationale des Chemins de fer Français),day,14,144,0.16,1.6,1.44,90.0,Back-on-Track 2022,2026-03-22,0.014,0.15512,1.4448800000000002,21.2
TER,Bellegarde Sur Valserine,St Gervais Les Bains Le Fayet,day,Bellegarde Sur Valserine → St Gervais les Bains le Fayet,CH,CH,71.31,SNCF (Société Nationale des Chemins de fer Français),day,14,144,1.0,10.27,9.27,90.3,Back-on-Track 2022,2026-03-22,0.014,0.99834,9.271659999999999,21.2
TER,Valence,Bellegarde Sur Valserine,day,Valence → Bellegarde Sur Valserine,CH,CH,150.3,SNCF (Société Nationale des Chemins de fer Français),day,14,144,2.1,21.64,19.54,90.3,Back-on-Track 2022,2026-03-22,0.014,2.1042,19.535800000000002,21.2
C43,Bellegarde,Chamonix Mont Blanc,day,Bellegarde → Chamonix Mont Blanc,FR,FR,83.71,SNCF,day,14,144,1.17,12.05,10.88,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.24861869999999997,11.801381300000001,11.1
C33,Evian Les Bains,Bellegarde,day,Evian les Bains → Bellegarde,FR,FR,66.26,SNCF,day,14,144,0.93,9.54,8.61,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.1967922,9.343207799999998,11.1
K1+,Bellegarde,Geneve Cornavin,day,Bellegarde → Geneve Cornavin,FR,FR,27.0,SNCF,day,14,144,0.38,3.89,3.51,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.08019,3.80981,11.1
C43,Bellegarde,Saint Gervais Les Bains Le Fayet,day,Bellegarde → Saint Gervais les Bains le Fayet,FR,FR,71.46,SNCF,day,14,144,1.0,10.29,9.29,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.21223619999999999,10.0777638,11.1
L6,La Plaine Suisse,Bellegarde,day,la Plaine Suisse → Bellegarde,FR,FR,15.63,SNCF,day,14,144,0.22,2.25,2.03,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.0464211,2.2035789,11.1
C43,La Roche Sur Foron,Bellegarde,day,la Roche Sur Foron → Bellegarde,FR,FR,37.34,SNCF,day,14,144,0.52,5.38,4.86,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.1108998,5.2691002,11.1
K1+,Bellegarde,Lyon Part Dieu,day,Bellegarde → Lyon Part Dieu,FR,FR,84.04,SNCF,day,14,144,1.18,12.1,10.92,90.2,Back-on-Track 2022,2026-03-22,0.00297,0.2495988,11.8504012,11.1
K1+,Bellegarde,Lyon Part Dieu Gare Routiere,day,Bellegarde → Lyon Part Dieu,FR,FR,83.77,SNCF,day,14,144,1.17,12.06,10.89,90.3,Back-on-Track 2022,2026-03-22,0.00297,0.2487969,11.8112031,11.1
S10,Biasca,Bellinzona,day,Biasca → Bellinzona,CH,CH,17.92,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.25,2.58,2.33,90.3,Back-on-Track 2022,2026-03-22,0.014,0.25088000000000005,2.32912,21.2
EC,Bellinzona,Chiasso,day,Bellinzona → Chiasso,CH,CH,40.39,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.57,5.82,5.25,90.2,Back-on-Track 2022,2026-03-22,0.014,0.5654600000000001,5.25454,21.2
EC,Bellinzona,Como S Giovanni,day,Bellinzona → Como S Giovanni,CH,CH,43.1,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.6,6.21,5.61,90.3,Back-on-Track 2022,2026-03-22,0.014,0.6034,5.6066,21.2
S30,Bellinzona,Gallarate,day,Bellinzona → Gallarate,CH,CH,62.19,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.87,8.96,8.09,90.3,Back-on-Track 2022,2026-03-22,0.014,0.87066,8.08934,21.2
RE,Lugano,Bellinzona,day,Lugano → Bellinzona,CH,CH,22.06,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.31,3.18,2.87,90.3,Back-on-Track 2022,2026-03-22,0.014,0.30884,2.87116,21.2
RE,Bellinzona,Luino I,day,Bellinzona → Luino I,CH,CH,31.55,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.44,4.54,4.1,90.3,Back-on-Track 2022,2026-03-22,0.014,0.44170000000000004,4.0983,21.2
IR46,Luzern,Bellinzona,day,Luzern → Bellinzona,CH,CH,109.78,SOB-sob (Schweizerische Südostbahn (sob)),day,14,144,1.54,15.81,14.27,90.3,Back-on-Track 2022,2026-03-22,0.014,1.53692,14.27308,21.2
S10,Bellinzona,Mendrisio,day,Bellinzona → Mendrisio,CH,CH,36.5,SBB (Schweizerische Bundesbahnen SBB),day,14,144,0.51,5.26,4.75,90.3,Back-on-Track 2022,2026-03-22,0.014,0.511,4.749,21.2
IR26,Olten,Bellinzona,day,Olten → Bellinzona,CH,CH,154.39,SOB-sob (Schweizerische Südostbahn (sob)),day,14,144,2.16,22.23,20.07,90.3,Back-on-Track 2022,2026-03-22,0.014,2.16146,20.06854,21.2
IR46,Bellinzona,Zurich Hb,day,Bellinzona → Zurich Hb,CH,CH,136.69,SOB-sob (Schweizerische Südostbahn (sob)),day,14,144,1.91,19.68,17.77,90.3,Back-on-Track 2022,2026-03-22,0.014,1.91366,17.76634,21.2
S3,Biel Bienne,Belp,day,Biel Bienne → Belp,CH,CH,33.35,BLS-bls (BLS AG (bls)),day,14,144,0.47,4.8,4.33,90.2,Back-on-Track 2022,2026-03-22,0.014,0.46690000000000004,4.3331,21.2
S3,Belp,Lyss,day,Belp → Lyss,CH,CH,25.44,BLS-bls (BLS AG (bls)),day,14,144,0.36,3.66,3.3,90.2,Back-on-Track 2022,2026-03-22,0.014,0.35616000000000003,3.30384,21.2
S31,Munchenbuchsee,Belp,day,Munchenbuchsee → Belp,CH,CH,15.15,BLS-bls (BLS AG (bls)),day,14,144,0.21,2.18,1.97,90.4,Back-on-Track 2022,2026-03-22,0.014,0.2121,1.9679000000000002,21.2
C33,Benfeld,Strasbourg,day,Benfeld → Strasbourg,FR,FR,25.94,SNCF,day,14,144,0.36,3.74,3.38,90.4,Back-on-Track 2022,2026-03-22,0.00297,0.07704180000000001,3.6629582000000003,11.1
